address,business_area,cityname,lat,lon,name,pname,type
105国道,,六安市,31.47587535040851,116.37277057736128,霍山县下符桥中心学校,安徽省,科教文化服务;学校;中学|科教文化服务;学校;小学
中心小学(105国道北)(与儿街镇西侧),,六安市,31.387729232099264,116.43582793176856,霍山县与儿街中学,安徽省,科教文化服务;学校;中学
同心路,,六安市,31.412231048033796,116.37212495882652,霍山经济开发区中心学校,安徽省,科教文化服务;学校;小学
黑石渡镇,,六安市,31.39418251623647,116.23424077752789,霍山县黑石渡镇中心学校,安徽省,科教文化服务;学校;中学
衡山镇迎驾大道东路96号,,六安市,31.40313661853438,116.33388234692677,安徽省霍山第二中学(东校区),安徽省,科教文化服务;学校;中学
上土市镇上土市村,,六安市,31.14191536747258,115.98728099721485,安徽省霍山上土市中学,安徽省,科教文化服务;学校;中学
东西溪乡105国道,,六安市,31.217684429917018,116.41829741867276,霍山县东西溪乡中心学校,安徽省,科教文化服务;学校;中学
但家庙镇,,六安市,31.459750974476506,116.43782057285033,霍山县但家庙中学,安徽省,科教文化服务;学校;中学
058乡道附近,,六安市,31.06173883687082,115.96235928343586,高山中学,安徽省,科教文化服务;学校;中学
105国道,,六安市,31.475706276763706,116.37186953956916,霍山下符桥福彩初中,安徽省,科教文化服务;学校;中学
(大别山主峰景区),,六安市,31.158177792342304,116.32033371189212,胡家河初级中学,安徽省,科教文化服务;学校;中学
衡山镇衡山北路48号,,六安市,31.404957940826883,116.31614949445401,安徽省霍山第二中学(装修中),安徽省,科教文化服务;学校;中学
057县道西50米,,六安市,31.403912503903506,115.71276777548623,金寨县花石实验学校,安徽省,科教文化服务;学校;小学
江天路206号,,六安市,31.733932056656975,115.9456921176608,安徽省金寨第一中学,安徽省,科教文化服务;学校;中学
双河镇职高路,,六安市,31.615654672002982,115.68684470384717,双河初级中学,安徽省,科教文化服务;学校;中学
麻埠镇洪甸中心学校,,六安市,31.565132347066903,116.16556281540481,金寨县响洪甸实验学校,安徽省,科教文化服务;科教文化场所;科教文化场所
